# vendor/ollama/bin/ollama serve
time=2026-08-18T23:22:44.943+03:00 level=INFO source=routes.go:1933 msg="server config" env="map[CUDA_VISIBLE_DEVICES: GGML_VK_VISIBLE_DEVICES: GPU_DEVICE_ORDINAL: HIP_VISIBLE_DEVICES: HSA_OVERRIDE_GFX_VERSION: HTTPS_PROXY:http://127.0.0.1:12334 HTTP_PROXY:http://127.0.0.1:12334 LLAMA_ARG_FIT: LLAMA_ARG_FIT_TARGET: NO_PROXY: OLLAMA_CONTEXT_LENGTH:0 OLLAMA_DEBUG:INFO OLLAMA_DEBUG_LOG_REQUESTS:false OLLAMA_EDITOR: OLLAMA_FLASH_ATTENTION:false OLLAMA_GO_TEMPLATE:true OLLAMA_GPU_OVERHEAD:0 OLLAMA_HOST:http://127.0.0.1:11434 OLLAMA_IGPU_ENABLE: OLLAMA_KEEP_ALIVE:5m0s OLLAMA_KV_CACHE_TYPE: OLLAMA_LLM_LIBRARY: OLLAMA_LOAD_TIMEOUT:5m0s OLLAMA_MAX_LOADED_MODELS:0 OLLAMA_MAX_QUEUE:512 OLLAMA_MAX_TRANSFER_STREAMS:4 OLLAMA_MODELS:/home/sergey/.ollama/models OLLAMA_NOHISTORY:false OLLAMA_NOPRUNE:false OLLAMA_NO_CLOUD:false OLLAMA_NUM_PARALLEL:1 OLLAMA_ORIGINS:[http://localhost https://localhost http://localhost:* https://localhost:* http://127.0.0.1 https://127.0.0.1 http://127.0.0.1:* https://127.0.0.1:* http://0.0.0.0 https://0.0.0.0 http://0.0.0.0:* https://0.0.0.0:* app://* file://* tauri://* vscode-webview://* vscode-file://*] OLLAMA_REMOTES:[ollama.com] OLLAMA_SCHED_SPREAD:false OLLAMA_VULKAN:true ROCR_VISIBLE_DEVICES: http_proxy:http://127.0.0.1:12334 https_proxy:http://127.0.0.1:12334 no_proxy:]"
time=2026-08-18T23:22:44.943+03:00 level=INFO source=routes.go:1935 msg="Ollama cloud disabled: false"
time=2026-08-18T23:22:44.945+03:00 level=INFO source=images.go:912 msg="total blobs: 0"
time=2026-08-18T23:22:44.945+03:00 level=INFO source=images.go:919 msg="total unused blobs removed: 0"
time=2026-08-18T23:22:44.946+03:00 level=INFO source=routes.go:1990 msg="Listening on 127.0.0.1:11434 (version 0.32.14)"
time=2026-08-18T23:22:44.946+03:00 level=INFO source=model_list_cache.go:112 msg="model list cache hydration complete" models=0 failures=0 elapsed=387.502µs
time=2026-08-18T23:22:44.946+03:00 level=INFO source=runner.go:60 msg="discovering available GPUs..."
time=2026-08-18T23:22:45.293+03:00 level=INFO source=model_recommendations.go:177 msg="model recommendations cache sleep scheduled" wait=3h18m35.932611361s consecutive_failures=0
time=2026-08-18T23:22:48.152+03:00 level=INFO source=types.go:32 msg="inference compute" id=0 filter_id=0 library=CUDA compute=7.5 name=CUDA0 description="NVIDIA GeForce GTX 1650 SUPER" libdirs=ollama,cuda_v13 driver=13.1 pci_id=0000:01:00.0 type=discrete total="4.0 GiB" available="3.2 GiB"
time=2026-08-18T23:22:48.152+03:00 level=INFO source=routes.go:2040 msg="vram-based default context" total_vram="4.0 GiB" default_num_ctx=4096
[GIN] 2026/08/18 - 23:22:48 | 404 |     523.701µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:09 | 404 |    1.430205ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:09 | 404 |     306.801µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:09 | 404 |     454.901µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:09 | 404 |     935.404µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:10 | 404 |     604.203µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:10 | 404 |     308.501µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:10 | 404 |     604.302µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:10 | 404 |    1.023004ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:11 | 404 |     476.502µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:11 | 404 |     614.802µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:11 | 404 |     487.402µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:11 | 404 |     903.703µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:12 | 404 |     470.402µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:12 | 404 |     349.301µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:12 | 404 |     356.001µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:12 | 404 |     296.201µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:13 | 404 |     456.602µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:13 | 404 |     595.602µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:13 | 404 |     471.002µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:13 | 404 |     444.301µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:14 | 404 |     552.602µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:14 | 404 |     703.702µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:14 | 404 |     612.602µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:15 | 404 |     471.901µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:15 | 404 |    1.170304ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:15 | 404 |     575.202µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:15 | 404 |     905.703µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:16 | 404 |     516.702µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:16 | 404 |    1.237104ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:16 | 404 |     457.501µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:16 | 404 |     455.702µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:17 | 404 |     758.902µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:17 | 404 |     256.501µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:17 | 404 |     570.003µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:17 | 404 |     417.701µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:18 | 404 |     776.603µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:18 | 404 |    1.233804ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:18 | 404 |     419.302µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:18 | 404 |     484.101µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:19 | 404 |     472.801µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:19 | 404 |     656.403µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:19 | 404 |    1.370605ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:19 | 404 |     311.601µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:20 | 404 |     827.803µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:20 | 404 |     422.701µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:20 | 404 |     739.303µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:20 | 404 |     677.003µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:21 | 404 |     465.702µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:21 | 404 |     421.301µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:21 | 404 |     612.302µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:21 | 404 |     473.802µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:22 | 404 |     495.902µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:22 | 404 |     499.802µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:22 | 404 |     582.602µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:22 | 404 |     912.304µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:23 | 404 |     671.802µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:23 | 404 |     707.502µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:23 | 404 |     496.002µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:24 | 404 |     630.403µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:24 | 404 |     428.902µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:24 | 404 |     676.602µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:24 | 404 |     310.701µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:25 | 404 |     565.002µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:25 | 404 |     901.604µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:25 | 404 |     908.304µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:25 | 404 |     306.301µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:26 | 404 |     502.901µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:26 | 404 |    1.273305ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:26 | 404 |     644.803µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:26 | 404 |     997.603µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:27 | 404 |     548.302µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:27 | 404 |     318.501µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:27 | 404 |     557.402µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:27 | 404 |     747.002µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:28 | 404 |    1.141404ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:28 | 404 |     280.201µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:28 | 404 |     639.902µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:28 | 404 |     612.102µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:29 | 404 |     452.802µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:29 | 404 |     308.701µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:29 | 404 |     575.002µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:29 | 404 |    1.140904ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:30 | 404 |     486.102µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:30 | 404 |     348.301µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:30 | 404 |     991.804µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:30 | 404 |     495.601µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:31 | 404 |     310.501µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:31 | 404 |     285.501µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:31 | 404 |     564.702µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:31 | 404 |     2.55531ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:32 | 404 |     502.301µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:32 | 404 |     527.102µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:32 | 404 |     463.602µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:33 | 404 |     317.401µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:33 | 404 |     457.102µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:33 | 404 |     325.902µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:33 | 404 |     569.102µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:34 | 404 |     425.202µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:34 | 404 |     805.003µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:34 | 404 |     454.801µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:34 | 404 |     708.903µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:35 | 404 |     474.302µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:35 | 404 |     458.501µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:35 | 404 |     849.203µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:35 | 404 |     463.102µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:36 | 404 |     442.802µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:36 | 404 |     554.102µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:36 | 404 |     900.604µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:36 | 404 |     472.902µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:37 | 404 |     883.003µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:37 | 404 |     300.801µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:37 | 404 |     472.602µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:37 | 404 |    1.033804ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:38 | 404 |     511.202µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:38 | 404 |     419.602µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:38 | 404 |     418.502µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:38 | 404 |     432.802µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:39 | 404 |     328.502µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:39 | 404 |     389.201µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:39 | 404 |     588.102µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:39 | 404 |     458.301µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:40 | 404 |     659.302µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:40 | 404 |     552.802µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:40 | 404 |     308.201µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:40 | 404 |     937.204µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:41 | 404 |     534.202µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:41 | 404 |     322.001µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:41 | 404 |     527.202µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:42 | 404 |     550.702µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:42 | 404 |    1.638106ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:42 | 404 |     332.301µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:42 | 404 |    1.270305ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:43 | 404 |     781.403µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:43 | 404 |     800.503µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:43 | 404 |     419.002µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:43 | 404 |     565.802µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:44 | 404 |     374.901µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:44 | 404 |     495.602µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:44 | 404 |     364.001µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:44 | 404 |     572.602µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:45 | 404 |     480.302µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:45 | 404 |     391.402µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:45 | 404 |     544.202µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:45 | 404 |     640.302µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:46 | 404 |     482.902µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:46 | 404 |     628.303µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:46 | 404 |     568.002µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:46 | 404 |     569.702µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:47 | 404 |     477.202µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:47 | 404 |     331.101µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:47 | 404 |     536.702µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:47 | 404 |     564.702µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:48 | 404 |     917.504µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:48 | 404 |     509.901µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:48 | 404 |     548.602µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:48 | 404 |     347.001µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:49 | 404 |     297.701µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:49 | 404 |     293.302µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:49 | 404 |     267.101µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:49 | 404 |     531.802µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:50 | 404 |    1.033104ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:50 | 404 |     329.201µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:50 | 404 |    1.386205ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:51 | 404 |     549.002µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:51 | 404 |     469.302µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:51 | 404 |     314.801µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:51 | 404 |     570.902µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:52 | 404 |     837.303µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:52 | 404 |     469.202µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:52 | 404 |     961.404µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:52 | 404 |     486.001µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:53 | 404 |     690.102µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:53 | 404 |     312.601µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:53 | 404 |     403.901µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:53 | 404 |     322.101µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:54 | 404 |     799.003µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:54 | 404 |     715.602µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:54 | 404 |     285.301µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:54 | 404 |    1.201704ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:55 | 404 |     527.002µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:55 | 404 |     295.301µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:55 | 404 |     438.001µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:55 | 404 |     510.501µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:56 | 404 |     479.302µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:56 | 404 |     352.101µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:56 | 404 |     823.303µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:56 | 404 |     308.101µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:57 | 404 |     867.803µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:57 | 404 |     408.101µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:57 | 404 |     562.602µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:57 | 404 |     467.102µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:58 | 404 |     526.602µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:58 | 404 |     535.902µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:58 | 404 |     598.402µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:58 | 404 |     363.201µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:59 | 404 |     293.701µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:59 | 404 |     346.901µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:59 | 404 |     398.602µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:29:59 | 404 |     310.301µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:00 | 404 |     809.003µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:00 | 404 |     284.701µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:00 | 404 |     318.201µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:01 | 404 |     298.901µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:01 | 404 |     286.701µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:01 | 404 |     766.403µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:01 | 404 |     515.002µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:02 | 404 |     598.802µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:02 | 404 |     396.602µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:02 | 404 |     585.502µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:02 | 404 |     804.403µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:03 | 404 |     484.602µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:03 | 404 |     644.602µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:03 | 404 |     452.302µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:03 | 404 |     703.802µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:04 | 404 |     419.001µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:04 | 404 |     708.002µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:04 | 404 |     433.602µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:04 | 404 |     617.002µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:05 | 404 |     838.403µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:05 | 404 |     322.802µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:05 | 404 |    1.220404ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:05 | 404 |    1.004604ms |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:06 | 404 |     566.502µs |       127.0.0.1 | POST     "/v1/completions"
[GIN] 2026/08/18 - 23:30:06 | 404 |     603.403µs |       127.0.0.1 | POST     "/v1/completions"
